"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.929036187E1,-1.309776306E-1,1.718725891E0,1.254271729E1,1.266060546E1
2.930034287E1,-3.742218018E-2,1.515298920E0,1.285317169E1,1.294223913E1
2.931032387E1,-1.020877075E-1,1.319506073E0,1.319296509E1,1.325917969E1
2.932030488E1,-8.846603394E-2,1.110839996E0,1.336645432E1,1.341282568E1
2.933028587E1,-7.185058594E-3,7.738906860E-1,1.330972229E1,1.333220409E1
2.934026687E1,5.179229736E-2,4.195774841E-1,1.316691925E1,1.317370450E1
2.935024788E1,1.026864624E-1,9.759704590E-2,1.302995407E1,1.303072419E1
2.936022887E1,1.483415222E-1,-1.321751404E-1,1.264764908E1,1.264920957E1
2.937020987E1,2.492317200E-1,-3.255729675E-1,1.213631241E1,1.214323652E1
2.938019088E1,2.954855347E-1,-3.848497009E-1,1.163201111E1,1.164212624E1
2.939017087E1,3.357518005E-1,-4.653822327E-1,1.114941467E1,1.116417294E1
2.940015188E1,3.583547974E-1,-4.580474854E-1,1.081321381E1,1.082884197E1
2.941013287E1,3.689826965E-1,-3.941304016E-1,1.035007690E1,1.036414873E1
2.942011387E1,3.878434753E-1,-3.132984924E-1,9.840087433E0,9.852710246E0
2.943009488E1,4.035607910E-1,-1.784289551E-1,9.390871582E0,9.401232221E0
2.944007587E1,3.829037476E-1,-5.987548828E-3,9.047036591E0,9.055137890E0
2.945005687E1,3.918850708E-1,1.417552185E-1,8.780291290E0,8.790175402E0
2.946003788E1,4.453239441E-1,2.052232361E-1,8.755143585E0,8.768863620E0
2.947001887E1,4.445755005E-1,3.339555359E-1,8.640332336E0,8.658205158E0
2.947999987E1,4.896318054E-1,4.631369019E-1,8.506809998E0,8.533466554E0
2.948997987E1,5.519023132E-1,5.474116516E-1,8.473579102E0,8.509159681E0
2.949996087E1,5.763015747E-1,6.614744568E-1,8.340505829E0,8.386519507E0
2.950994188E1,5.610333252E-1,8.312214661E-1,8.210875397E0,8.271889887E0
2.951992287E1,4.806504822E-1,9.509724426E-1,8.050708466E0,8.120916221E0
2.952990387E1,3.496728516E-1,1.095721436E0,7.784861298E0,7.869367318E0
2.953988487E1,2.185455322E-1,1.292562103E0,7.528444519E0,7.641724662E0
2.954986588E1,1.484912109E-1,1.427431641E0,7.334897003E0,7.473976504E0
2.955984687E1,9.595046997E-2,1.501677246E0,7.288942566E0,7.442642325E0
2.956982787E1,4.790039062E-3,1.617985382E0,7.214247894E0,7.393461457E0
2.957980888E1,-1.119671631E-1,1.727258148E0,7.246730347E0,7.450574345E0
2.958978888E1,-1.658551025E-1,1.810485077E0,7.488477631E0,7.706014622E0
2.959976987E1,-2.309696960E-1,1.988764343E0,7.586523743E0,7.846264915E0
2.960975087E1,-2.013313293E-1,2.096240845E0,7.617209930E0,7.902951797E0
2.961973187E1,-6.212081909E-2,2.113005981E0,7.786807251E0,8.068644275E0
2.962971288E1,3.487747192E-2,2.124831390E0,8.078550568E0,8.353388782E0
2.963969387E1,6.152206421E-2,2.141895905E0,8.349636841E0,8.620205241E0
2.964967487E1,4.056564331E-2,2.151026917E0,8.643625488E0,8.907346628E0
2.965965588E1,4.640350342E-3,2.115251312E0,8.958121490E0,9.204469039E0
2.966963687E1,-9.580078125E-3,2.057471466E0,9.206904144E0,9.434000452E0
2.967961787E1,-5.239105225E-2,1.986818390E0,9.417366486E0,9.624810838E0
2.968959787E1,-1.429527283E-1,1.911225586E0,9.533375244E0,9.724117557E0
2.969957887E1,-3.135978699E-1,1.833537140E0,9.760003967E0,9.935687168E0
2.970955988E1,-5.896238708E-1,1.839524689E0,1.003019211E1,1.021451228E1
2.971954087E1,-8.186476135E-1,1.849553833E0,1.028032196E1,1.047740678E1
2.972952187E1,-9.824070740E-1,1.854194183E0,1.051563263E1,1.072295152E1
2.973950288E1,-1.112636261E0,1.868863678E0,1.080752563E1,1.102421069E1
2.974948387E1,-1.152154083E0,1.855092316E0,1.106633743E1,1.127974515E1
2.975946487E1,-1.145418091E0,1.851200409E0,1.139939484E1,1.160539220E1
2.976944587E1,-1.144819336E0,1.836231537E0,1.159997772E1,1.180007800E1
2.977942167E1,-1.013991394E0,1.735341339E0,1.171059769E1,1.188182167E1
2.978940267E1,-8.451425171E-1,1.656156006E0,1.175640244E1,1.190252565E1
2.979938367E1,-7.729925537E-1,1.675016785E0,1.173724228E1,1.188133221E1
2.980936467E1,-7.842192078E-1,1.760938110E0,1.168110901E1,1.183909669E1
2.981934567E1,-7.708969116E-1,1.798360291E0,1.176718002E1,1.192874291E1
2.982932667E1,-8.274792480E-1,1.797312469E0,1.187256088E1,1.203630990E1
2.983930767E1,-1.017583923E0,1.761536865E0,1.199500626E1,1.216629213E1
2.984928867E1,-1.193468170E0,1.722917175E0,1.209395050E1,1.227421886E1
2.985926967E1,-1.304986267E0,1.618434448E0,1.210083618E1,1.227813323E1
2.986924967E1,-1.385518799E0,1.436113586E0,1.196581696E1,1.213107003E1
2.987923067E1,-1.428329773E0,1.278641052E0,1.165072220E1,1.180738653E1
2.988921167E1,-1.460512848E0,1.151106262E0,1.127380600E1,1.142614743E1
2.989919267E1,-1.465602264E0,1.055155792E0,1.088760910E1,1.103636605E1
2.990917367E1,-1.482217712E0,1.038690033E0,1.054586975E1,1.070005678E1
2.991915467E1,-1.500180359E0,1.016087036E0,1.035651352E1,1.051381692E1
2.992913567E1,-1.530716858E0,1.078357544E0,1.018856277E1,1.035918725E1
2.993911667E1,-1.545236664E0,1.196312256E0,1.000324814E1,1.019234481E1
2.994909767E1,-1.539099426E0,1.268312531E0,9.866432648E0,1.006597918E1
2.995907767E1,-1.557211761E0,1.310075684E0,9.795480194E0,1.000463088E1
2.996905867E1,-1.579515381E0,1.327289886E0,9.744436340E0,9.960452142E0
2.997903967E1,-1.563947754E0,1.359323273E0,9.632020111E0,9.852385689E0
2.998902067E1,-1.455722809E0,1.315763855E0,9.472601624E0,9.673703786E0
2.999900167E1,-1.352287903E0,1.168919220E0,9.365125122E0,9.534181835E0
3.000898267E1,-1.224154358E0,1.085542603E0,9.203461304E0,9.347762117E0
3.001896367E1,-1.078357544E0,1.131946106E0,8.922645264E0,9.058573590E0
3.002894467E1,-9.208850098E-1,1.204395447E0,8.627908173E0,8.760102570E0
3.003892567E1,-8.071215820E-1,1.197210388E0,8.302484894E0,8.427099939E0
3.004890667E1,-8.421487427E-1,1.284179535E0,7.996371460E0,8.142498886E0
3.005888667E1,-8.464897156E-1,1.394799500E0,7.648794250E0,7.820873606E0
3.006886767E1,-7.602690125E-1,1.374142456E0,7.594457245E0,7.755131031E0
3.007884867E1,-7.685018921E-1,1.503922577E0,7.751630402E0,7.933482978E0
3.008882967E1,-7.629634094E-1,1.720222778E0,7.666607208E0,7.894184293E0
3.009881067E1,-7.065307617E-1,1.794019318E0,7.540120239E0,7.782744005E0
3.010879167E1,-6.364764404E-1,1.860780487E0,7.508984985E0,7.762245924E0
3.011877267E1,-6.173162842E-1,1.925146637E0,7.599546661E0,7.863865362E0
3.012875367E1,-5.692662048E-1,2.012864227E0,7.658973083E0,7.939493378E0
3.013873367E1,-4.433779907E-1,2.026336212E0,7.634573822E0,7.911342486E0
3.014871467E1,-2.999761963E-1,2.017354889E0,7.627239075E0,7.895218956E0
3.015869567E1,-1.683998108E-1,2.028581543E0,7.720794525E0,7.984620822E0
3.016867667E1,-8.217910767E-2,1.998045044E0,8.009544067E0,8.255406324E0
3.017865767E1,-1.407073975E-2,1.997595978E0,8.340505829E0,8.576399312E0
3.018863867E1,1.332229614E-2,2.047592010E0,8.559051361E0,8.800577863E0
3.019861967E1,-1.242416382E-2,2.097737732E0,8.762927399E0,9.010524654E0
3.020860067E1,-4.805007935E-2,2.109563141E0,8.986412659E0,9.230827586E0
3.021858167E1,-6.481521606E-2,2.148033142E0,9.122928772E0,9.372623793E0
3.022856167E1,-1.092727661E-1,2.140848083E0,9.227261810E0,9.472989579E0
3.023854267E1,-2.186952209E-1,2.069596252E0,9.439819794E0,9.666501642E0
3.024852367E1,-3.091072083E-1,2.018851776E0,9.712253265E0,9.924674970E0
3.025850467E1,-3.463796997E-1,1.977986755E0,1.008393036E1,1.028192890E1
3.026848567E1,-3.553610229E-1,1.886676636E0,1.035801041E1,1.053442973E1
3.027846667E1,-3.867956543E-1,1.773212585E0,1.065559158E1,1.080904833E1
3.028844767E1,-4.929249573E-1,1.732497253E0,1.098206268E1,1.112880149E1
3.029842867E1,-5.255570984E-1,1.626367950E0,1.133128647E1,1.145946491E1
3.030840967E1,-4.656816101E-1,1.398392029E0,1.170475983E1,1.179719298E1
3.031838967E1,-4.092489624E-1,1.219663696E0,1.216250793E1,1.223035827E1
3.032837067E1,-3.996688843E-1,1.038839722E0,1.237551498E1,1.242546958E1
3.033835167E1,-3.053649902E-1,7.789801025E-1,1.246712448E1,1.249516909E1
3.034833267E1,-2.480342102E-1,5.760021973E-1,1.258777359E1,1.260338619E1
3.035831367E1,-2.080673218E-1,4.279600525E-1,1.270707550E1,1.271598245E1
3.036829467E1,-1.821711731E-1,1.718426514E-1,1.290017395E1,1.290260455E1
3.037827567E1,-2.022294617E-1,-3.981719971E-2,1.305120987E1,1.305283729E1
3.038825667E1,-1.779798889E-1,-1.522334290E-1,1.302456528E1,1.302667081E1
3.039823667E1,-7.080276489E-2,-2.085163879E-1,1.281604889E1,1.281794060E1
3.040821767E1,9.265731812E-2,-2.291734314E-1,1.243344452E1,1.243590159E1
3.041819867E1,2.372566223E-1,-2.677931213E-1,1.197015793E1,1.197550353E1
3.042817967E1,3.703298950E-1,-2.697390747E-1,1.155387360E1,1.156295371E1
3.043816067E1,4.905299377E-1,-1.471440125E-1,1.113399673E1,1.114576845E1
3.044814167E1,6.110293579E-1,2.634521484E-2,1.060649368E1,1.062411216E1
3.045812267E1,6.795867920E-1,1.907034302E-1,1.000220032E1,1.002707421E1
3.046810367E1,6.668632507E-1,3.668870544E-1,9.425000610E0,9.455683434E0
3.047808367E1,6.328839111E-1,5.366340637E-1,8.963210907E0,9.001536976E0
3.048806467E1,6.810836792E-1,6.483018494E-1,8.658893738E0,8.709799712E0
3.049804567E1,6.947053528E-1,7.915539551E-1,8.470136261E0,8.535360653E0
3.050802667E1,6.628216553E-1,9.547146606E-1,8.257129211E0,8.338524776E0
3.051800767E1,5.926176453E-1,1.074166260E0,8.098459167E0,8.190852808E0
3.052798867E1,4.643344116E-1,1.211131439E0,7.945626984E0,8.050803312E0
3.053796967E1,4.025129700E-1,1.359173584E0,7.781867523E0,7.909919827E0
3.054795067E1,4.005670166E-1,1.424138489E0,7.590864716E0,7.733682920E0
3.055793067E1,3.212319946E-1,1.521885223E0,7.462431793E0,7.622808727E0
3.056791167E1,2.266287231E-1,1.557960205E0,7.191345520E0,7.361660884E0
3.057789267E1,1.263372803E-1,1.544039154E0,7.141349487E0,7.307454449E0
3.058787367E1,1.811233521E-2,1.624571686E0,7.090904388E0,7.274646814E0
3.059785467E1,-9.385482788E-2,1.731748810E0,6.976542206E0,7.188873613E0
3.060783567E1,-1.609153748E-1,1.789678345E0,7.042554932E0,7.268178747E0
3.061781667E1,-1.576222229E-1,1.880988464E0,7.092550964E0,7.339430601E0
3.062779767E1,-1.639091492E-1,2.007026367E0,7.107968903E0,7.387708912E0
3.063777867E1,-1.758842468E-1,2.110012207E0,7.168143768E0,7.474314140E0
3.064775867E1,-2.005828857E-1,2.181563416E0,7.200626221E0,7.526517814E0
3.065773967E1,-1.757345581E-1,2.214045868E0,7.430997162E0,7.755810761E0
3.066772067E1,-2.198927307E-1,2.285447388E0,7.558681641E0,7.899701939E0
3.067770167E1,-2.378553772E-1,2.321372681E0,7.843838654E0,8.183590357E0
3.068768267E1,-2.348616028E-1,2.374512177E0,8.209977264E0,8.549689745E0
3.069766367E1,-2.585124207E-1,2.366728363E0,8.615783386E0,8.938677485E0
3.070764467E1,-2.409988403E-1,2.299967194E0,9.034762115E0,9.326031097E0
3.071762567E1,-2.848576355E-1,2.257455597E0,9.316625977E0,9.590451983E0
3.072760567E1,-3.403921509E-1,2.186802521E0,9.575288086E0,9.827721710E0
3.073758667E1,-4.007167053E-1,2.135758667E0,9.780960388E0,1.001944235E1
3.074756767E1,-4.649331665E-1,2.017055511E0,1.002180954E1,1.023334463E1
3.075754867E1,-5.078938293E-1,1.877246246E0,1.040471329E1,1.058489812E1
3.076752967E1,-6.123765564E-1,1.776655426E0,1.082024918E1,1.098222663E1
3.077751079E1,-7.821235657E-1,1.816772003E0,1.120554794E1,1.137878212E1
3.078749179E1,-8.223898315E-1,1.821562042E0,1.149474655E1,1.166720239E1
3.079747279E1,-7.035369873E-1,1.744472351E0,1.180385376E1,1.195278677E1
3.080745279E1,-5.834866333E-1,1.687740326E0,1.215322723E1,1.228372322E1
3.081743379E1,-4.739144897E-1,1.656156006E0,1.229468307E1,1.241477666E1
3.082741479E1,-3.522175598E-1,1.695075073E0,1.223495728E1,1.235684087E1
3.083739579E1,-2.182461548E-1,1.732646942E0,1.223450821E1,1.235851479E1
3.084737679E1,-1.531315613E-1,1.708696747E0,1.229109055E1,1.241023774E1
3.085735779E1,-2.157014465E-1,1.639989624E0,1.238464600E1,1.249462082E1
3.086733879E1,-4.592449951E-1,1.638792114E0,1.236488708E1,1.248146539E1
3.087731879E1,-7.033872986E-1,1.702858887E0,1.219798416E1,1.233634061E1
3.088729979E1,-8.397537231E-1,1.677112427E0,1.202943466E1,1.217477682E1
3.089728079E1,-9.178912354E-1,1.535806274E0,1.188827820E1,1.202216219E1
3.090726179E1,-9.246272278E-1,1.401535492E0,1.165401535E1,1.177434971E1
3.091724279E1,-8.949888611E-1,1.316362610E0,1.135433853E1,1.146537479E1
3.092722379E1,-8.973838806E-1,1.278940430E0,1.103969284E1,1.114969975E1
3.093720479E1,-9.189390564E-1,1.240021362E0,1.072744217E1,1.083790189E1
3.094718579E1,-9.521699524E-1,1.201701050E0,1.041983185E1,1.053202776E1
3.095716679E1,-1.023122406E0,1.149309998E0,1.018691620E1,1.030247323E1
3.096714679E1,-1.063538361E0,1.093925171E0,1.003528152E1,1.015059907E1
3.097712779E1,-1.088985443E0,1.065334625E0,9.843380585E0,9.960570691E0
3.098710879E1,-1.128503265E0,1.028810577E0,9.654922485E0,9.774942405E0
3.099708979E1,-1.154549103E0,9.782157898E-1,9.517358551E0,9.636908402E0
3.100707079E1,-1.090033264E0,9.460327148E-1,9.435628510E0,9.545377718E0
3.101705179E1,-9.984237671E-1,8.993298340E-1,9.244176636E0,9.341329982E0
3.102703279E1,-9.410929871E-1,8.078700256E-1,9.091943207E0,9.176150678E0
3.103701279E1,-9.220825195E-1,7.065307617E-1,9.032816162E0,9.107205373E0
3.104699379E1,-8.903485107E-1,6.632707214E-1,8.881331177E0,8.950457641E0
3.105697479E1,-8.613088989E-1,6.685098267E-1,8.602760468E0,8.671576908E0
3.106695579E1,-7.710466003E-1,7.168592834E-1,8.378227386E0,8.444115953E0
3.107693679E1,-7.276368713E-1,7.921527100E-1,8.011939087E0,8.083818978E0
3.108691779E1,-5.986051941E-1,8.590635681E-1,7.724087677E0,7.794732121E0
3.109689879E1,-5.031037903E-1,9.357041931E-1,7.519912262E0,7.594585979E0
3.110687979E1,-4.156855774E-1,1.015937347E0,7.375163269E0,7.456403720E0
3.111685979E1,-4.195774841E-1,1.089284821E0,7.417974243E0,7.509256192E0
3.112684079E1,-4.683760071E-1,1.218615875E0,7.495962067E0,7.608800697E0
3.113682179E1,-4.561015320E-1,1.410816193E0,7.367678833E0,7.515392360E0
3.114680279E1,-3.412902832E-1,1.512305145E0,7.319179688E0,7.481573177E0
3.115678379E1,-1.938468933E-1,1.584305420E0,7.410938873E0,7.580871669E0
3.116676479E1,-7.274871826E-2,1.704655151E0,7.421566772E0,7.615168739E0
3.117674579E1,4.610412598E-2,1.773062897E0,7.383246460E0,7.593300067E0
3.118672579E1,1.710942078E-1,1.779948578E0,7.482639771E0,7.693334004E0
3.119670679E1,2.715353394E-1,1.775008850E0,7.746690674E0,7.952081756E0
3.120668779E1,2.992277527E-1,1.803449707E0,8.040379944E0,8.245585348E0
3.121666879E1,2.980302429E-1,1.825603638E0,8.330626373E0,8.533521339E0
3.122664979E1,2.715353394E-1,1.850901031E0,8.646469574E0,8.846524864E0
3.123663079E1,2.263293457E-1,1.882635040E0,8.916957092E0,9.116340464E0
3.124661179E1,2.350112915E-1,1.877845001E0,9.193881226E0,9.386638597E0
3.125659279E1,2.288740540E-1,1.833986206E0,9.441765747E0,9.620957809E0
3.126657279E1,1.375639343E-1,1.782642975E0,9.656718750E0,9.820842980E0
3.127655379E1,-2.844085693E-3,1.743723907E0,9.904004517E0,1.005633565E1
3.128653479E1,-1.429527283E-1,1.717229004E0,1.015682877E1,1.030196493E1
3.129651579E1,-2.838098145E-1,1.679657135E0,1.031055908E1,1.045033132E1
3.130649679E1,-3.944297791E-1,1.640588379E0,1.043375290E1,1.056930956E1
3.131647779E1,-4.659809875E-1,1.617686005E0,1.060604462E1,1.073881878E1
3.132645879E1,-5.655239868E-1,1.603166199E0,1.083177521E1,1.096436562E1
3.133643979E1,-6.303392029E-1,1.491199036E0,1.121318207E1,1.132945074E1
3.134641979E1,-6.572831726E-1,1.397942963E0,1.164308807E1,1.174511667E1
3.135640079E1,-6.379733276E-1,1.284778290E0,1.207374252E1,1.215865633E1
3.136638179E1,-5.161267090E-1,1.082698517E0,1.245679596E1,1.251440723E1
3.137636279E1,-3.121009827E-1,9.020242310E-1,1.275467651E1,1.279034119E1
3.138634379E1,-1.248403931E-1,7.524851990E-1,1.298070648E1,1.300309809E1
3.139632479E1,1.437011719E-2,6.953041077E-1,1.306468185E1,1.308317875E1
3.140630579E1,1.308279419E-1,6.676116943E-1,1.291065216E1,1.292856375E1
3.141628579E1,2.287243652E-1,6.637197876E-1,1.265124161E1,1.267070452E1
3.142626679E1,2.216889954E-1,6.304888916E-1,1.240949432E1,1.242747809E1
3.143624779E1,1.923500061E-1,5.879772949E-1,1.226878693E1,1.228437416E1
3.144622879E1,2.022294617E-1,5.876779175E-1,1.207883194E1,1.209481059E1
3.145620979E1,2.844085693E-1,5.569917297E-1,1.181672699E1,1.183326518E1
3.146619079E1,4.418811035E-1,5.706134033E-1,1.150163223E1,1.152425280E1
3.147617179E1,6.050418091E-1,5.616320801E-1,1.120150635E1,1.123188544E1
3.148615179E1,7.417076111E-1,5.468128967E-1,1.095212494E1,1.099082232E1
3.149613279E1,8.493338013E-1,5.894741821E-1,1.058972855E1,1.064007511E1
3.150611379E1,9.816586304E-1,5.685177612E-1,1.023167313E1,1.029436744E1
3.151609479E1,1.013093262E0,5.695655823E-1,9.929750977E0,9.997535565E0
3.152607579E1,1.025966492E0,6.075865173E-1,9.606273651E0,9.679992876E0
3.153605679E1,1.050066376E0,5.650749207E-1,9.323511658E0,9.399458425E0
3.154603779E1,1.044228516E0,4.599934387E-1,9.193132782E0,9.263676241E0
3.155601779E1,9.068142700E-1,3.977229309E-1,9.053323517E0,9.107313674E0
3.156599879E1,9.380992126E-1,3.631448364E-1,8.917705536E0,8.974261882E0
3.157597979E1,9.577084351E-1,3.177891541E-1,8.946146393E0,9.002873468E0
3.158596079E1,8.791218567E-1,4.074526978E-1,8.848249969E0,8.901146020E0
3.159594179E1,8.388555908E-1,5.510041809E-1,8.629405060E0,8.687572503E0
3.160592279E1,8.399034119E-1,6.725514221E-1,8.331973572E0,8.401163417E0
3.161590379E1,8.175997925E-1,8.168513489E-1,8.067772980E0,8.150133520E0
3.162588379E1,8.190966797E-1,1.000968475E0,7.769742737E0,7.876659156E0
3.163586479E1,8.361611938E-1,1.160536652E0,7.621101837E0,7.754173333E0
3.164584579E1,8.158035278E-1,1.353635101E0,7.523804169E0,7.688009661E0
3.165582679E1,8.110134888E-1,1.564396820E0,7.384743347E0,7.592069190E0
3.166580779E1,8.288264465E-1,1.707798615E0,7.294181671E0,7.537149039E0
3.167578879E1,8.776249695E-1,1.832040253E0,7.308402100E0,7.585468893E0
3.168576979E1,8.669970703E-1,2.003882904E0,7.220085754E0,7.543001320E0
3.169574979E1,8.470884705E-1,2.077230377E0,7.098538513E0,7.444574799E0
3.170573079E1,8.029302979E-1,2.135758667E0,7.208260345E0,7.560765792E0
3.171571179E1,6.327342224E-1,2.232457581E0,7.332501984E0,7.690891027E0
3.172569279E1,4.956193542E-1,2.262545013E0,7.381150818E0,7.736028431E0
3.173567379E1,3.706292725E-1,2.247875519E0,7.511230316E0,7.849133154E0
3.174565479E1,2.068698120E-1,2.178569641E0,7.625891876E0,7.933674288E0
3.175563579E1,-3.442840576E-3,2.108215942E0,7.755372620E0,8.036814716E0
3.176561579E1,-2.674937439E-1,2.037263489E0,7.932154999E0,8.193965972E0
3.177559679E1,-5.751040649E-1,2.000589752E0,8.064030762E0,8.328366957E0
3.178557754E1,-8.538244629E-1,2.005230103E0,8.078101501E0,8.366940172E0
3.179555854E1,-1.143771515E0,2.019749908E0,8.170609131E0,8.493907024E0
3.180553954E1,-1.502874756E0,2.049537964E0,8.386609955E0,8.763245114E0
3.181552054E1,-1.851948853E0,2.130519562E0,8.671467590E0,9.119384756E0
3.182550154E1,-2.122136993E0,2.165247345E0,9.054521027E0,9.548618356E0
3.183548154E1,-2.246079254E0,2.116149445E0,9.536967773E0,1.002380740E1
3.184546254E1,-2.280357971E0,2.076182556E0,1.006896149E1,1.053064822E1
3.185544354E1,-2.297123108E0,2.045047302E0,1.052191956E1,1.096219796E1
3.186542454E1,-2.237097931E0,1.852697296E0,1.109792175E1,1.147174623E1
3.187540554E1,-2.150428162E0,1.607507172E0,1.167272644E1,1.197751907E1
3.188538654E1,-2.009271698E0,1.433568878E0,1.215577194E1,1.240383344E1
3.189536754E1,-1.767973480E0,1.317709808E0,1.253418503E1,1.272666035E1
3.190534754E1,-1.547332306E0,1.301393738E0,1.290735901E1,1.306475333E1
3.191532854E1,-1.417701874E0,1.277293854E0,1.312395859E1,1.326196242E1
3.192530954E1,-1.404978333E0,1.174158325E0,1.348949844E1,1.361319875E1
3.193529054E1,-1.442699890E0,1.145717468E0,1.375878845E1,1.388158172E1
3.194527154E1,-1.428928528E0,1.146914978E0,1.386596558E1,1.398650250E1
3.195525254E1,-1.339564362E0,1.112636261E0,1.389395737E1,1.400265844E1
3.196523354E1,-1.176104279E0,1.016985168E0,1.359637619E1,1.368498906E1
3.197521354E1,-1.058598633E0,9.943821716E-1,1.328173050E1,1.336090536E1
3.198519454E1,-9.740245056E-1,9.827064514E-1,1.279135025E1,1.286596584E1
3.199517554E1,-9.172924805E-1,1.001716919E0,1.207853256E1,1.215466212E1
3.200515654E1,-9.145980835E-1,1.095721436E0,1.133143616E1,1.142096933E1
3.201513754E1,-9.653425598E-1,1.182540894E0,1.069974976E1,1.080809576E1
3.202511854E1,-1.080303497E0,1.285377045E0,1.021026764E1,1.034740620E1
3.203509954E1,-1.192570038E0,1.412013702E0,9.915680237E0,1.008646224E1
3.204507954E1,-1.271605682E0,1.531016235E0,9.736353149E0,9.937684055E0
3.205506054E1,-1.376387787E0,1.622625732E0,9.558522949E0,9.792482759E0
3.206504154E1,-1.412313080E0,1.655557251E0,9.398805084E0,9.647436709E0
3.207502254E1,-1.450334015E0,1.593286743E0,9.284742279E0,9.531446406E0
3.208500354E1,-1.391206970E0,1.534010010E0,9.022787018E0,9.257393214E0
3.209498454E1,-1.249002686E0,1.476379852E0,8.675060120E0,8.887990395E0
3.210496554E1,-1.051862640E0,1.372795258E0,8.291707306E0,8.470147099E0
3.211494554E1,-7.723937988E-1,1.250050507E0,8.083789673E0,8.216256686E0
3.212492654E1,-6.797364807E-1,1.152004395E0,7.999814301E0,8.110868304E0
3.213490754E1,-6.411167908E-1,1.052162018E0,7.999215546E0,8.093548356E0
3.214488854E1,-6.258485413E-1,9.689350891E-1,7.962541809E0,8.045656820E0
3.215486954E1,-5.736071777E-1,8.707392883E-1,7.960595856E0,8.028592559E0
3.216485054E1,-4.736151123E-1,8.349636841E-1,8.047115936E0,8.104168712E0
3.217483054E1,-3.538641357E-1,7.375163269E-1,8.135432281E0,8.176454523E0
3.218481154E1,-2.612068176E-1,7.128176880E-1,8.284971313E0,8.319680746E0
3.219479254E1,-2.540217590E-1,7.664062500E-1,8.267757111E0,8.307088132E0
3.220477354E1,-1.728904724E-1,8.725355530E-1,8.066126404E0,8.115023387E0
3.221475454E1,-6.646179199E-2,1.005908203E0,7.979306946E0,8.042736339E0
3.222473554E1,-4.131408691E-2,1.078956299E0,7.996521149E0,8.069089418E0
3.223471654E1,-3.293151855E-2,1.220262451E0,7.894732819E0,7.988550007E0
3.224469654E1,3.472778320E-2,1.322350159E0,7.720794525E0,7.833293309E0
3.225467754E1,1.697470093E-1,1.368753662E0,7.629783783E0,7.753444474E0
3.226465854E1,2.818638611E-1,1.430425415E0,7.714956665E0,7.851504343E0
3.227463954E1,3.140469360E-1,1.487756195E0,7.904612274E0,8.049530370E0
3.228462054E1,2.787203979E-1,1.570084991E0,8.137078857E0,8.291857709E0
3.229460154E1,2.770738220E-1,1.660646667E0,8.278385010E0,8.447850355E0
3.230458254E1,3.333567810E-1,1.716031494E0,8.338559875E0,8.519828146E0
3.231456254E1,2.848576355E-1,1.767374725E0,8.532706146E0,8.718476442E0
3.232454354E1,1.284329224E-1,1.873953094E0,8.800050201E0,8.998281990E0
3.233452454E1,-1.317260742E-2,1.874551849E0,8.974138184E0,9.167839129E0
3.234450554E1,-1.330732727E-1,1.870210876E0,9.389075317E0,9.574452075E0
3.235448654E1,-2.927911377E-1,1.889071655E0,9.616751862E0,9.804908706E0
3.236446754E1,-3.604504395E-1,1.767374725E0,9.890532532E0,1.005366459E1
3.237444754E1,-3.876937866E-1,1.694925385E0,1.030966095E1,1.045524689E1
3.238442854E1,-4.361929321E-1,1.594933319E0,1.075962524E1,1.088593643E1
3.239440954E1,-4.996609497E-1,1.469494171E0,1.109447891E1,1.120252367E1
3.240439054E1,-5.159770203E-1,1.323847046E0,1.141271713E1,1.150082239E1
3.241437154E1,-4.682263184E-1,1.179397430E0,1.171448959E1,1.178301662E1
3.242435254E1,-4.176315308E-1,1.060095520E0,1.193543015E1,1.198969188E1
3.243433254E1,-4.231700134E-1,8.996292114E-1,1.214035400E1,1.218099343E1
3.244431354E1,-4.475692749E-1,8.250842285E-1,1.219214630E1,1.222822610E1
3.245429454E1,-5.074447632E-1,8.343649292E-1,1.211849945E1,1.215778327E1
3.246427554E1,-5.863307190E-1,8.331674194E-1,1.207134750E1,1.211426359E1
3.247425654E1,-6.613247681E-1,7.246430969E-1,1.207703568E1,1.211681678E1
3.248423754E1,-6.809339905E-1,5.771997070E-1,1.207913132E1,1.211207018E1
3.249421854E1,-6.321354675E-1,4.029620361E-1,1.209529770E1,1.211850651E1
3.250419854E1,-5.403762817E-1,3.035687256E-1,1.206221649E1,1.207813012E1
3.251417954E1,-3.824546814E-1,2.237846375E-1,1.192629913E1,1.193452815E1
3.252416054E1,-9.789642334E-2,1.237925720E-1,1.168485123E1,1.168591702E1
3.253414154E1,1.926493835E-1,-2.484832764E-2,1.148082550E1,1.148246861E1
3.254412254E1,3.116519165E-1,-9.984237671E-2,1.123503662E1,1.123980175E1
3.255410354E1,4.005670166E-1,-4.131408691E-2,1.088641159E1,1.089385690E1
3.256408354E1,3.986210632E-1,6.316864014E-2,1.048015640E1,1.048792483E1
3.257406454E1,5.071453857E-1,2.047741699E-1,9.916877747E0,9.931948104E0
3.258404554E1,5.797444153E-1,3.239263916E-1,9.367071075E0,9.390583178E0
3.259402654E1,6.414161682E-1,3.796105957E-1,8.991651764E0,9.022489698E0
3.260400754E1,6.083349609E-1,4.093986511E-1,8.832832031E0,8.863216142E0
